PERMIS,ACV,SEX,STATUT,CSP,USAGE,AGECOND,K8000,RM,CAR,CLA,ALI,ENE,VIT,SEGM,CHARGE,GARAGE
374,9,M,A,50,1,64,N,50,BRK,M,IDS,GO,160-170,M2,0.0,2
252,5,M,A,50,3,45,N,50,BRK,M,INJ,ES,190-200,M2,0.0,3
150,3,M,A,50,2,37,N,72,BRK,M,IDS,GO,190-200,M2,0.0,3
661,10,M,A,60,1,79,O,50,BRK,M,INJ,ES,190-200,M2,0.0,2
344,9,M,A,1,3,47,N,54,BRK,M,INJ,ES,190-200,M2,0.0,3
172,2,M,A,50,2,32,N,61,BRK,M,IDS,GO,200-220,M2,0.0,1
364,1,M,A,1,2,48,N,50,BRK,M,INJ,ES,200-220,M2,0.0,3
487,2,M,A,1,2,58,N,50,BRK,M,IDS,GO,190-200,M2,0.0,3
415,10,M,A,42,4,56,N,108,BRK,M,INS,GO,180-190,H,0.0,3
396,10,M,A,50,3,51,N,50,BRK,M,INS,GO,180-190,H,0.0,3
371,1,M,A,55,2,53,N,50,BRK,M,IDS,GO,200-220,M2,0.0,3
448,1,M,A,42,4,57,N,50,BRK,M,IDS,GO,190-200,M2,0.0,3
193,10,M,A,50,2,34,N,100,BRK,M,INJ,ES,180-190,H,0.0,3
186,9,M,A,50,1,34,N,57,BRK,M,INJ,ES,190-200,M2,0.0,2
145,1,M,A,50,2,35,N,80,BRK,M,IDS,GO,200-220,M1,699.902719,3
313,3,F,A,48,3,47,N,64,BRK,M,IDS,GO,200-220,M2,0.0,1
145,4,M,A,50,2,41,N,72,BRK,M,IDS,GO,190-200,M2,971.1471299,2
423,10,M,A,60,1,69,N,100,BRK,M,INJ,ES,170-180,H,0.0,1
449,3,M,A,48,3,55,N,50,BRK,M,IDS,GO,180-190,M2,0.0,3
207,10,M,C,37,1,35,N,57,BRK,M,INS,GO,180-190,H,0.0,3
214,0,M,C,50,3,35,N,54,BRK,M,IDS,GO,200-220,M2,328.1302115,1
395,10,M,A,50,3,53,N,50,BRK,M,INJ,ES,200-220,H,0.0,3
290,4,F,A,50,2,45,N,51,BRK,N,INJ,ES,180-190,M2,529.5045317,3
185,3,M,A,50,3,39,N,57,BRK,N,IDS,GO,190-200,M2,0.0,3
366,7,M,A,48,3,55,N,80,BRK,N,INJ,ES,180-190,H,0.0,3
397,4,M,A,55,2,59,N,50,BRK,N,IDS,GO,190-200,M2,674.5350453,3
454,2,F,C,1,3,60,N,50,BRK,N,INJ,GO,170-180,M2,0.0,3
229,5,F,A,55,1,49,O,50,BRK,N,INS,ES,S220,M2,0.0,1
157,3,F,A,50,2,32,N,51,BRK,N,IDS,GO,180-190,M2,1116.271903,3
443,1,F,A,50,2,58,N,58,BRK,N,IDS,GO,180-190,H,0.0,3
402,1,F,A,66,3,56,N,50,BRK,N,IDS,GO,200-220,M2,0.0,3
492,3,M,A,1,3,60,N,50,BRK,N,INJ,ES,190-200,M2,0.0,1
422,3,M,A,50,1,54,O,50,BRK,N,IDS,GO,190-200,M2,0.0,3
303,7,M,A,42,3,49,N,50,BRK,N,IDS,GO,190-200,M2,0.0,3
197,0,M,A,55,2,36,N,60,BRK,N,IDS,GO,190-200,M2,0.0,3
177,2,M,A,50,3,33,N,65,BRK,N,IDS,GO,200-220,M2,516.8501511,2
587,7,M,A,60,1,73,N,50,BRK,N,INJ,ES,190-200,M2,0.0,3
174,5,M,C,50,2,35,N,100,BRK,N,IDS,GO,190-200,M2,0.0,3
636,1,M,C,60,1,72,N,65,BRK,N,IDS,GO,190-200,M2,0.0,2
325,9,M,A,50,3,47,N,50,BRK,N,INJ,ES,180-190,H,0.0,3
71,9,M,A,50,1,36,N,90,BRK,N,IDS,GO,170-180,M2,0.0,3
377,4,M,A,1,2,49,N,50,BRK,N,IDS,GO,190-200,M2,0.0,3
171,7,M,A,26,2,32,N,90,BRK,N,INS,GO,190-200,H,0.0,3
521,10,M,A,48,2,61,O,50,BRK,N,INS,GO,180-190,H,0.0,2
156,4,M,A,50,4,32,N,50,BRK,N,IDS,GO,190-200,M2,0.0,3
152,10,M,A,50,2,30,N,72,BRK,N,INS,GO,180-190,M2,0.0,3
476,7,M,A,46,1,58,N,50,BRK,N,INJ,ES,180-190,M2,0.0,3
174,7,M,A,50,1,33,N,51,BRK,N,IDS,GO,190-200,M2,0.0,2
249,9,M,A,55,2,39,N,95,BRK,N,INJ,ES,190-200,H,0.0,3
589,2,M,A,60,1,68,N,50,BRK,N,IDS,GO,190-200,M2,0.0,3
156,1,M,C,50,3,35,N,72,BRK,N,INJ,ES,190-200,M2,0.0,3
349,2,M,A,50,3,49,N,50,BRK,N,IDS,GO,200-220,M2,0.0,2
238,10,M,A,50,1,38,N,57,BRK,N,INS,GO,170-180,H,0.0,3
183,3,M,C,50,1,33,N,60,BRK,N,IDS,GO,190-200,M2,0.0,2
315,10,M,A,50,2,48,N,85,BRK,N,INS,GO,180-190,H,0.0,3
195,0,M,A,50,2,34,N,68,BRK,N,IDS,GO,190-200,M2,586.2253776,3
158,10,F,A,50,2,33,N,68,BRK,O,INJ,ES,200-220,M2,0.0,2
237,3,F,A,50,3,37,N,71,BRK,O,IDS,GO,200-220,M2,0.0,2
181,7,F,A,55,2,34,N,64,BRK,O,INS,GO,190-200,H,0.0,1
268,7,F,A,46,3,44,N,57,BRK,O,INJ,ES,S220,M2,0.0,3
516,3,M,A,50,2,61,N,50,BRK,O,INJ,ES,S220,M2,0.0,1
548,2,M,A,50,1,63,N,50,BRK,O,INJ,ES,S220,M2,0.0,2
378,9,M,A,50,2,51,N,50,BRK,O,INJ,ES,190-200,H,0.0,2
256,9,M,A,50,2,41,N,80,BRK,O,INS,GO,190-200,H,0.0,3
310,1,M,A,46,3,46,N,50,BRK,O,IDS,GO,190-200,H,0.0,1
391,7,M,A,50,3,51,N,50,BRK,O,IDS,GO,190-200,H,0.0,1
536,2,M,A,50,2,68,N,50,BRK,O,INS,ES,200-220,M2,0.0,2
466,3,M,A,50,2,56,N,50,BRK,O,IDS,GO,200-220,M2,0.0,1
318,7,M,A,50,2,44,N,50,BRK,O,INS,GO,200-220,M2,0.0,2
145,10,M,A,50,2,39,N,85,BRK,O,INJ,ES,170-180,H,0.0,3
319,10,M,A,1,3,46,N,60,BRK,O,INJ,ES,180-190,H,0.0,1
296,2,M,A,50,3,46,N,50,BRK,O,IDS,GO,190-200,M2,0.0,3
215,10,M,A,50,2,37,N,95,BRK,O,INJ,GO,150-160,H,0.0,3
206,10,M,A,50,2,36,N,95,BRK,O,INJ,GO,150-160,H,0.0,3
452,2,M,A,1,3,56,N,50,BRK,P,INS,ES,S220,H,0.0,2
156,1,M,A,50,2,31,N,60,BRK,P,IDS,GO,200-220,M2,772.4356495,1
189,1,F,A,50,2,37,N,59,BRK,P,IDS,GO,200-220,M2,0.0,1
205,0,M,A,55,2,35,N,50,BRK,P,INJ,ES,S220,M2,2559.389728,3
462,0,M,A,1,3,57,N,50,BRK,P,IDS,GO,200-220,M2,0.0,1
183,3,M,A,50,2,33,N,72,BRK,P,INJ,ES,S220,M2,0.0,2
571,2,M,A,42,3,66,N,50,BRK,P,IDS,GO,200-220,M2,0.0,2
158,2,M,A,50,3,32,N,52,BRK,P,IDS,GO,200-220,M2,0.0,1
240,2,M,A,50,2,38,N,64,BRK,P,IDS,GO,200-220,H,0.0,1
447,10,M,A,60,1,65,N,54,BRK,P,INS,GO,160-170,H,0.0,3
343,10,M,A,42,1,52,N,50,BRK,P,INJ,GO,160-170,H,0.0,3
494,7,M,A,48,1,59,N,50,BRK,P,INJ,ES,200-220,M2,631.8353474,2
409,10,M,A,50,1,52,N,50,BRK,P,INS,GO,200-220,H,0.0,1
295,9,M,A,50,2,44,N,50,BRK,P,INJ,ES,190-200,H,0.0,2
412,10,M,A,42,4,54,N,72,BRK,P,INS,GO,180-190,H,0.0,3
339,10,M,A,48,1,51,N,50,BRK,P,INS,GO,160-170,H,0.0,3
203,1,M,A,50,1,35,N,50,BRK,P,INJ,ES,200-220,M2,0.0,2
406,5,M,A,50,2,54,N,50,BRK,P,INJ,ES,S220,H,0.0,1
384,7,M,A,50,3,50,N,50,BRK,P,INS,ES,200-220,H,0.0,3
438,2,M,A,1,3,57,N,50,BRK,P,INS,ES,200-220,H,0.0,1
230,5,M,A,50,3,38,N,51,BRK,P,INS,ES,200-220,H,0.0,1
161,3,M,A,50,2,33,N,54,BRK,P,IDS,GO,S220,M2,0.0,1
189,10,M,A,55,2,34,O,85,BRK,P,INJ,GO,160-170,H,0.0,3
401,7,M,A,66,3,52,N,50,BRK,P,INS,GO,200-220,H,0.0,2
445,4,M,A,50,3,62,N,57,BRK,P,IDS,GO,190-200,H,2003.904834,1
193,7,M,A,50,2,34,N,51,BRK,P,IDS,GO,190-200,H,0.0,2
234,7,M,A,66,2,40,N,61,BRK,P,INS,GO,190-200,H,0.0,2
544,10,M,A,60,1,67,N,90,BRK,P,INS,ES,200-220,H,0.0,3
390,5,M,A,66,3,51,N,50,BRK,P,INS,GO,200-220,H,0.0,2
309,10,M,A,50,2,44,N,67,BRK,P,INS,GO,200-220,H,0.0,3
246,1,M,A,50,4,38,N,59,BRK,Q,IDS,GO,S220,M2,0.0,2
455,10,M,A,50,1,56,N,50,BRK,Q,INJ,ES,200-220,H,0.0,2
169,0,M,C,66,3,32,N,52,BRK,Q,IDS,GO,200-220,M2,3189.858308,1
188,0,M,A,42,3,36,N,62,BRK,Q,IDS,GO,200-220,H,0.0,1
458,9,M,A,50,3,56,N,50,BRK,Q,INJ,GO,180-190,H,589.394864,2
266,10,F,A,48,3,43,N,72,BRK,Q,INJ,GO,170-180,H,0.0,1
278,3,F,A,50,3,41,N,50,BRK,Q,INJ,ES,200-220,H,519.3833837,1
292,0,M,A,66,3,43,N,50,BRK,Q,IDS,GO,S220,M2,47.56586103,1
464,9,M,A,50,1,56,N,50,BRK,Q,INJ,ES,200-220,H,1409.502417,1
369,4,M,A,1,1,56,N,50,BRK,Q,INJ,ES,200-220,H,0.0,2
527,3,M,A,50,2,62,N,50,BRK,Q,INS,ES,S220,M2,0.0,2
221,2,M,C,26,2,36,N,50,BRK,Q,IDS,GO,200-220,M2,0.0,1
464,10,M,A,48,2,60,N,50,BRK,Q,INJ,GO,170-180,H,0.0,3
122,5,M,C,50,1,31,N,72,BRK,Q,IDS,GO,S220,H,0.0,2
298,2,M,C,55,3,43,N,50,BRK,Q,IDS,GO,S220,H,0.0,2
311,10,M,A,50,1,43,N,50,BRK,Q,INJ,GO,170-180,H,0.0,2
501,1,M,A,60,1,62,N,50,BRK,Q,IDS,GO,S220,M2,0.0,1
207,1,M,A,50,3,35,N,53,BRK,Q,IDS,GO,S220,M2,0.0,2
175,1,M,A,55,1,35,N,50,BRK,Q,IDS,GO,S220,M2,0.0,2
390,7,M,C,50,3,52,N,71,BRK,Q,INJ,ES,S220,H,0.0,2
288,5,M,A,50,1,42,N,50,BRK,Q,IDS,GO,200-220,H,0.0,2
368,2,M,A,55,3,48,N,50,BRK,Q,INS,ES,200-220,H,0.0,2
488,10,M,A,60,1,67,N,58,BRK,R,INS,GO,190-200,H,0.0,3
326,9,M,A,1,3,46,N,50,BRK,R,INS,ES,S220,H,0.0,2
400,2,M,A,50,1,52,N,50,BRK,R,INJ,ES,S220,H,0.0,1
392,3,M,A,50,3,52,N,50,BRK,R,IDS,GO,S220,H,0.0,1
349,9,M,A,50,1,48,N,50,BRK,R,INS,ES,S220,H,0.0,2
374,1,M,A,50,2,53,N,50,BRK,R,INJ,ES,S220,H,0.0,3
242,10,M,A,50,1,39,N,50,BRK,R,INJ,ES,200-220,H,0.0,1
331,4,M,A,66,2,46,N,50,BRK,R,IDS,GO,200-220,H,0.0,1
392,2,M,A,50,3,51,N,58,BRK,R,IDS,GO,200-220,H,0.0,1
216,10,F,A,50,2,37,N,76,BRK,S,INJ,ES,200-220,H,0.0,2
378,0,M,A,1,3,50,N,50,BRK,S,IDS,GO,S220,H,0.0,2
248,2,M,A,1,2,40,N,60,BRK,S,INJ,ES,S220,H,0.0,2
469,10,M,A,1,3,58,N,50,BRK,T,INJ,ES,200-220,H,0.0,2
221,5,M,A,48,1,37,N,95,BRK,W,INJ,ES,S220,H,0.0,2
337,10,M,A,55,1,50,N,50,BUS,E,CAR,ES,001-130,0,0.0,2
187,10,M,A,42,2,34,N,90,BUS,J,INJ,ES,140-150,0,0.0,3
280,10,M,C,50,2,43,N,62,BUS,J,INJ,ES,140-150,0,0.0,3
381,10,M,A,46,1,54,N,50,BUS,J,INJ,GO,001-130,0,0.0,3
155,1,M,A,50,1,31,N,85,BUS,J,INJ,ES,180-190,M1,0.0,3
355,7,M,A,48,3,54,N,55,BUS,J,INJ,GO,001-130,0,0.0,3
137,10,M,A,50,1,43,N,95,BUS,J,INJ,GO,160-170,M2,0.0,3
429,1,M,A,50,2,55,N,50,BUS,J,INJ,ES,180-190,M1,0.0,3
268,7,M,C,50,1,40,N,50,BUS,J,INJ,ES,140-150,0,0.0,3
521,2,M,A,55,1,61,N,50,BUS,J,INJ,ES,180-190,M1,0.0,3
123,10,F,A,50,1,32,N,95,BUS,J,INJ,GO,160-170,M2,0.0,3
163,10,M,C,50,3,32,N,53,BUS,K,INJ,GO,001-130,0,0.0,3
207,10,F,A,2,3,47,N,90,BUS,K,CAR,ES,130-140,0,0.0,3
289,1,F,C,50,2,42,N,50,BUS,K,INJ,ES,180-190,M1,0.0,3
317,1,F,A,1,3,45,N,57,BUS,K,INJ,ES,190-200,M1,861.5818731,3
193,1,F,A,50,2,34,N,50,BUS,K,INJ,ES,190-200,M1,0.0,3
187,1,F,A,1,3,41,N,50,BUS,K,INJ,ES,190-200,M1,0.0,3
306,1,M,A,42,3,44,N,50,BUS,K,INJ,ES,190-200,M1,0.0,3
513,9,M,A,60,1,60,N,50,BUS,K,INJ,GO,001-130,0,0.0,3
513,2,M,A,1,3,61,N,50,BUS,K,INJ,ES,190-200,M1,0.0,3
318,1,M,A,50,2,50,N,50,BUS,K,INJ,ES,190-200,M1,0.0,3
642,1,M,A,60,1,78,N,62,BUS,K,INJ,ES,190-200,M1,2286.507553,1
350,2,M,A,60,1,63,N,50,BUS,K,IDS,GO,170-180,M1,0.0,3
424,2,M,A,42,3,57,N,69,BUS,K,INJ,ES,170-180,M1,0.0,3
373,2,M,A,50,4,55,N,81,BUS,K,IDS,GO,170-180,M1,0.0,2
156,9,M,A,50,2,40,N,60,BUS,K,INJ,GO,001-130,0,0.0,3
279,9,M,A,55,2,42,N,69,BUS,K,INJ,ES,170-180,M2,0.0,3
283,1,M,A,55,1,41,N,50,BUS,K,INJ,ES,180-190,M1,0.0,3
162,1,M,A,50,2,32,N,50,BUS,K,INJ,ES,190-200,M1,0.0,2
288,10,M,A,50,1,43,N,53,BUS,K,INJ,GO,001-130,0,0.0,3
468,10,M,A,42,2,57,N,50,BUS,K,INS,GO,001-130,0,0.0,3
398,10,M,A,50,1,60,N,76,BUS,K,INJ,GO,001-130,0,0.0,3
217,2,M,A,50,1,39,N,64,BUS,K,INJ,ES,190-200,M1,0.0,3
339,1,M,A,60,1,62,N,50,BUS,K,IDS,GO,170-180,M1,0.0,3
525,0,M,A,50,1,61,N,57,BUS,K,INJ,ES,190-200,M1,0.0,2
190,1,M,A,50,2,33,N,50,BUS,L,IDS,GO,180-190,M1,0.0,2
160,5,F,A,50,2,45,N,99,BUS,L,INJ,GO,130-140,0,0.0,3
236,9,M,A,60,1,61,O,72,BUS,L,INJ,GO,130-140,0,0.0,3
485,0,M,A,66,3,58,N,50,BUS,L,IDS,GO,180-190,M1,2576.120846,2
253,2,M,A,50,3,40,N,76,BUS,L,IDS,GO,180-190,M1,179.5413897,3
539,1,M,A,60,1,65,N,50,BUS,L,IDS,GO,180-190,M1,0.0,3
337,10,M,A,55,2,51,N,51,BUS,L,INS,GO,130-140,0,0.0,3
359,1,M,A,50,2,52,N,54,BUS,L,IDS,GO,180-190,M1,0.0,2
154,1,M,A,55,2,31,N,90,BUS,L,IDS,GO,180-190,M1,0.0,3
421,7,M,A,50,1,63,N,50,BUS,L,INJ,GO,130-140,0,0.0,3
180,1,M,A,55,2,33,N,57,BUS,L,IDS,GO,180-190,M1,1498.283384,3
279,2,M,A,55,3,41,N,50,BUS,L,INS,GO,001-130,0,0.0,3
137,3,M,C,42,3,29,N,54,BUS,L,IDS,GO,130-140,0,0.0,3
111,0,F,A,37,1,29,O,64,BUS,M,INS,GO,130-140,0,0.0,3
75,0,F,A,37,1,29,N,100,BUS,M,INS,GO,130-140,0,0.0,3
366,1,F,A,42,3,59,N,50,BUS,N,IDS,GO,150-160,0,0.0,3
201,7,M,A,50,2,38,N,62,BUS,N,INJ,ES,180-190,H,0.0,2
277,2,F,A,66,1,41,N,140,BUS,P,IDS,GO,150-160,0,0.0,2
163,10,M,C,50,2,31,N,85,CAB,B,CAR,ES,150-160,0,0.0,3
158,10,M,A,50,2,32,N,52,CAB,B,CAR,ES,150-160,0,0.0,2
37,3,F,C,48,3,31,N,118,CAB,E,INS,ES,130-140,A,0.0,3
78,1,F,A,50,2,26,N,90,CAB,E,INS,ES,130-140,A,0.0,3
278,2,F,A,1,1,41,O,50,CAB,E,INS,ES,130-140,A,0.0,3
342,10,F,C,50,2,47,N,50,CAB,E,CAR,ES,150-160,0,0.0,3
185,10,F,C,50,1,33,N,85,CAB,E,CAR,ES,150-160,0,0.0,3
73,2,F,C,26,2,24,N,95,CAB,E,INS,ES,130-140,A,5598.396979,3
27,4,M,C,26,2,21,N,90,CAB,E,INS,ES,130-140,A,0.0,3
493,3,M,A,1,2,60,O,50,CAB,E,INS,ES,130-140,A,0.0,2
170,10,M,C,50,1,32,N,90,CAB,E,CAR,ES,150-160,0,0.0,3
16,3,M,C,26,2,20,N,95,CAB,E,INS,ES,130-140,A,0.0,3
174,3,F,A,1,1,34,O,68,CAB,F,INS,ES,130-140,A,0.0,2
55,2,F,A,50,1,30,N,80,CAB,F,INS,ES,130-140,A,0.0,3
164,3,F,A,50,1,36,N,90,CAB,F,INS,ES,130-140,A,0.0,3
203,2,F,A,50,2,37,N,50,CAB,F,INS,ES,130-140,A,187.8716012,3
394,2,F,A,50,1,56,N,55,CAB,F,INS,ES,130-140,A,0.0,3
393,1,F,A,50,2,50,N,50,CAB,F,INS,ES,130-140,A,0.0,2
405,3,F,A,50,2,52,N,50,CAB,F,INS,ES,130-140,A,0.0,3
266,3,F,A,66,3,46,N,54,CAB,F,INS,ES,130-140,A,0.0,3
431,4,M,C,50,3,53,N,50,CAB,F,INS,ES,130-140,A,0.0,3
259,0,M,A,1,3,40,N,51,CAB,F,INS,ES,130-140,A,0.0,1
262,3,M,A,50,1,52,N,50,CAB,F,INS,ES,130-140,A,0.0,3
307,4,M,C,50,2,44,N,50,CAB,F,INS,ES,130-140,A,0.0,3
476,3,M,A,50,2,58,N,65,CAB,F,INS,ES,130-140,A,0.0,3
143,1,M,A,48,2,33,N,76,CAB,F,INS,ES,130-140,A,0.0,3
482,0,M,A,1,3,59,N,54,CAB,F,INS,ES,130-140,A,0.0,1
115,3,M,C,42,3,27,N,90,CAB,F,INS,ES,130-140,A,0.0,3
34,2,M,C,26,2,21,N,85,CAB,F,INS,ES,130-140,A,0.0,3
344,2,M,A,37,1,48,N,100,CAB,F,INS,ES,130-140,A,0.0,3
119,3,M,A,48,1,30,N,72,CAB,F,INS,ES,130-140,A,0.0,3
21,0,F,A,48,2,25,N,100,CAB,F,INS,ES,130-140,A,208.4909366,3
331,2,M,C,50,4,53,N,100,CAB,F,INS,ES,130-140,A,91.60876133,3
197,3,F,C,50,2,36,O,50,CAB,F,INS,ES,130-140,A,0.0,3
675,2,M,A,1,3,74,N,50,CAB,F,INS,ES,130-140,A,0.0,2
119,3,M,A,1,3,31,N,60,CAB,F,INS,ES,130-140,A,0.0,3
507,1,F,A,1,1,60,N,95,CAB,H,INS,ES,130-140,A,0.0,3
83,1,F,C,50,2,25,N,72,CAB,H,INS,ES,130-140,A,0.0,1
298,10,F,C,50,2,43,N,54,CAB,H,INJ,ES,160-170,B,0.0,3
214,10,M,C,50,1,36,O,50,CAB,H,CAR,ES,150-160,M1,0.0,3
280,10,M,A,50,2,41,O,50,CAB,H,CAR,ES,150-160,B,0.0,3
321,2,M,A,50,3,45,N,50,CAB,H,INS,ES,130-140,A,0.0,3
377,0,M,C,50,3,51,N,50,CAB,H,INS,ES,130-140,A,0.0,3
181,10,M,C,50,1,33,O,80,CAB,I,CAR,ES,160-170,M1,0.0,3
153,2,M,C,50,1,42,N,90,CAB,I,INJ,ES,190-200,B,0.0,1
449,2,F,A,50,1,58,N,50,CAB,I,INJ,ES,190-200,B,0.0,2
153,10,F,A,37,1,31,N,57,CAB,I,INJ,ES,140-150,A,0.0,2
165,3,F,C,50,2,32,O,57,CAB,I,INJ,ES,190-200,B,0.0,3
134,1,F,A,1,2,32,N,95,CAB,I,INJ,ES,190-200,B,0.0,3
194,2,F,A,50,2,35,N,57,CAB,I,INJ,ES,190-200,B,0.0,3
132,0,F,C,1,3,29,N,85,CAB,I,INJ,ES,190-200,B,0.0,2
450,3,F,A,50,2,57,N,50,CAB,I,INJ,ES,190-200,B,1222.184592,3
173,2,F,A,55,1,32,N,85,CAB,I,INJ,ES,190-200,B,533.8404834,3
94,2,F,A,50,2,26,N,68,CAB,I,INJ,ES,190-200,B,0.0,3
215,1,F,A,50,1,35,N,95,CAB,I,INJ,ES,190-200,B,0.0,3
417,3,F,A,50,1,54,O,72,CAB,I,INJ,ES,160-170,B,0.0,3
46,3,F,C,26,2,23,N,85,CAB,I,INJ,ES,190-200,B,1714.008761,3
434,3,F,A,37,1,57,O,58,CAB,I,INJ,ES,190-200,B,158.097281,1
57,3,F,C,50,2,24,N,90,CAB,I,INJ,ES,190-200,B,1003.501813,2
309,1,M,A,50,2,43,N,50,CAB,I,INJ,ES,160-170,B,0.0,2
105,2,M,C,55,1,29,N,68,CAB,I,INJ,ES,190-200,B,539.0129909,3
272,2,M,C,50,2,43,N,92,CAB,I,INJ,ES,190-200,B,0.0,3
449,1,M,A,50,2,56,N,50,CAB,I,INJ,ES,190-200,B,452.4353474,2
105,2,M,C,55,2,26,N,85,CAB,I,INJ,ES,190-200,B,5862.642598,3
60,7,M,C,50,1,23,N,80,CAB,I,INJ,ES,170-180,M1,0.0,1
216,2,M,C,50,3,47,N,54,CAB,I,INJ,ES,190-200,B,0.0,2
172,2,M,C,1,3,33,N,90,CAB,I,INJ,ES,190-200,B,0.0,3
112,2,M,A,50,2,29,N,85,CAB,I,INJ,ES,190-200,B,0.0,3
278,10,M,A,50,1,41,N,50,CAB,I,CAR,ES,150-160,M1,0.0,3
540,2,M,A,55,1,63,N,50,CAB,I,INJ,ES,190-200,B,1382.084592,3
162,2,M,C,50,3,32,N,57,CAB,I,INJ,ES,190-200,B,0.0,3
363,10,F,A,50,1,48,O,50,CAB,I,CAR,ES,150-160,M1,0.0,2
371,2,F,A,55,1,50,N,64,CAB,J,INJ,ES,190-200,B,0.0,3
169,1,F,C,50,2,32,N,50,CAB,J,INJ,ES,200-220,B,0.0,2
385,2,F,A,50,2,51,O,118,CAB,J,INJ,ES,200-220,B,0.0,3
385,2,F,C,50,2,53,N,53,CAB,J,INJ,ES,200-220,B,406.4247734,1
279,0,M,A,50,2,42,N,59,CAB,J,INJ,ES,180-190,B,0.0,2
264,1,M,C,50,2,40,N,50,CAB,J,INJ,ES,200-220,B,0.0,3
420,4,M,A,60,1,62,N,50,CAB,J,INJ,ES,160-170,M1,2176.741994,1
245,2,M,C,50,2,38,N,68,CAB,J,INJ,ES,200-220,B,0.0,1
187,5,F,C,50,2,33,O,57,CAB,J,INJ,ES,190-200,M1,0.0,2
421,1,F,A,50,2,53,N,50,CAB,J,INJ,ES,180-190,B,0.0,3
209,0,F,C,1,3,35,N,58,CAB,J,INJ,ES,200-220,B,3268.459215,2
109,2,F,A,50,2,28,N,72,CAB,J,INJ,ES,200-220,B,0.0,3
60,7,F,C,50,2,26,N,95,CAB,J,INJ,ES,180-190,M1,0.0,3
314,7,F,C,50,2,44,O,50,CAB,J,INJ,ES,170-180,M1,0.0,2
527,1,F,A,37,1,64,N,65,CAB,J,INJ,ES,180-190,B,0.0,3
418,3,F,A,37,1,54,N,50,CAB,J,INJ,ES,190-200,B,0.0,3
84,2,F,A,37,1,37,N,119,CAB,J,INJ,ES,200-220,B,1138.269789,3
343,2,F,A,50,4,50,N,50,CAB,J,INJ,ES,190-200,B,4262.110876,2
475,1,F,A,50,3,59,N,69,CAB,J,INJ,ES,200-220,B,0.0,3
232,5,F,A,50,2,38,O,51,CAB,J,INJ,ES,180-190,M1,0.0,3
98,1,F,C,50,2,27,N,100,CAB,J,INJ,ES,170-180,A,0.0,3
311,7,F,A,50,2,56,N,50,CAB,J,INJ,ES,160-170,M1,0.0,3
220,2,F,C,1,3,38,N,68,CAB,J,INJ,ES,190-200,B,0.0,3
156,1,F,A,50,1,34,N,80,CAB,J,INJ,ES,200-220,B,0.0,3
130,1,F,C,55,1,30,N,80,CAB,J,INJ,ES,200-220,B,0.0,2
305,2,M,A,50,3,47,N,52,CAB,J,INJ,ES,200-220,B,6030.048036,2
404,1,M,A,50,2,52,N,50,CAB,J,INJ,ES,200-220,B,0.0,3
305,3,M,C,1,3,44,N,50,CAB,J,INJ,ES,200-220,B,0.0,3
437,1,M,A,1,2,63,O,57,CAB,J,INJ,ES,180-190,B,0.0,2
457,7,M,A,55,1,57,N,50,CAB,J,INJ,ES,170-180,A,0.0,3
144,7,M,A,50,2,30,N,60,CAB,J,INJ,ES,160-170,M1,79.53172205,3
253,10,M,C,50,1,39,N,95,CAB,J,CAR,ES,160-170,M1,0.0,3
348,2,M,A,50,2,51,N,50,CAB,J,INJ,ES,200-220,B,0.0,3
474,2,M,A,50,2,59,N,50,CAB,J,INJ,ES,200-220,B,0.0,3
435,2,M,A,77,3,55,N,95,CAB,J,INJ,ES,200-220,B,0.0,3
482,2,M,A,60,1,71,O,50,CAB,J,INJ,ES,190-200,B,0.0,1
296,1,M,C,50,2,42,N,60,CAB,J,INJ,ES,200-220,B,0.0,1
203,10,M,A,50,1,35,O,50,CAB,J,CAR,ES,150-160,M1,0.0,3
369,10,M,A,50,1,49,O,50,CAB,J,CAR,ES,150-160,M1,0.0,1
197,3,M,A,1,3,35,N,50,CAB,J,INJ,ES,200-220,B,0.0,3
187,3,M,C,50,2,33,N,50,CAB,J,INJ,ES,200-220,B,0.0,3
309,1,M,A,50,2,44,N,50,CAB,J,INJ,ES,190-200,B,0.0,2
90,2,M,A,50,2,25,N,68,CAB,J,INJ,ES,200-220,B,0.0,3
44,2,M,C,26,2,22,N,100,CAB,J,INJ,ES,200-220,B,0.0,1
192,1,M,C,50,1,35,N,80,CAB,J,INJ,ES,180-190,B,0.0,3
248,0,M,A,50,2,42,N,50,CAB,J,INJ,ES,180-190,B,0.0,2
211,1,M,A,50,2,46,N,50,CAB,J,INJ,ES,180-190,B,0.0,3
111,9,M,C,50,1,32,N,76,CAB,J,INJ,ES,160-170,M1,0.0,2
153,1,M,C,50,2,32,N,118,CAB,J,INJ,ES,180-190,B,0.0,3
179,5,M,A,37,1,33,N,50,CAB,J,INJ,ES,160-170,M1,0.0,3
17,10,M,C,26,2,20,N,95,CAB,J,INJ,ES,160-170,M1,0.0,3
142,10,M,C,50,2,30,N,125,CAB,J,INJ,ES,160-170,M1,0.0,3
369,3,F,A,50,1,57,N,50,CAB,J,INJ,ES,200-220,B,0.0,1
529,2,F,A,60,1,62,O,85,CAB,J,INJ,ES,190-200,B,0.0,2
63,2,F,C,50,1,26,N,90,CAB,J,INJ,ES,190-200,B,2120.845921,3
